2022-12-23 01:04:32,423 INFO    StreamThr :6203 [internal.py:wandb_internal():87] W&B internal server running at pid: 6203, started at: 2022-12-23 01:04:32.422061
2022-12-23 01:04:32,425 DEBUG   HandlerThread:6203 [handler.py:handle_request():139] handle_request: status
2022-12-23 01:04:32,426 DEBUG   SenderThread:6203 [sender.py:send_request():317] send_request: status
2022-12-23 01:04:32,502 INFO    WriterThread:6203 [datastore.py:open_for_write():75] open: /workspaces/codespaces-jupyter/notebooks/wandb/run-20221223_010432-2pggok3i/run-2pggok3i.wandb
2022-12-23 01:04:32,502 DEBUG   SenderThread:6203 [sender.py:send():303] send: header
2022-12-23 01:04:32,512 DEBUG   SenderThread:6203 [sender.py:send():303] send: run
2022-12-23 01:04:33,114 DEBUG   HandlerThread:6203 [handler.py:handle_request():139] handle_request: check_version
2022-12-23 01:04:33,116 INFO    SenderThread:6203 [dir_watcher.py:__init__():216] watching files in: /workspaces/codespaces-jupyter/notebooks/wandb/run-20221223_010432-2pggok3i/files
2022-12-23 01:04:33,116 INFO    SenderThread:6203 [sender.py:_start_run_threads():928] run started: 2pggok3i with start time 1671757472.419712
2022-12-23 01:04:33,116 DEBUG   SenderThread:6203 [sender.py:send():303] send: summary
2022-12-23 01:04:33,116 INFO    SenderThread:6203 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-23 01:04:33,117 DEBUG   SenderThread:6203 [sender.py:send_request():317] send_request: check_version
2022-12-23 01:04:33,151 DEBUG   HandlerThread:6203 [handler.py:handle_request():139] handle_request: run_start
2022-12-23 01:04:33,152 DEBUG   HandlerThread:6203 [system_info.py:__init__():31] System info init
2022-12-23 01:04:33,152 DEBUG   HandlerThread:6203 [system_info.py:__init__():46] System info init done
2022-12-23 01:04:33,152 INFO    HandlerThread:6203 [system_monitor.py:start():150] Starting system monitor
2022-12-23 01:04:33,152 INFO    SystemMonitor:6203 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-12-23 01:04:33,153 INFO    HandlerThread:6203 [system_monitor.py:probe():171] Collecting system info
2022-12-23 01:04:33,155 DEBUG   HandlerThread:6203 [system_info.py:probe():195] Probing system
2022-12-23 01:04:33,155 INFO    SystemMonitor:6203 [interfaces.py:start():168] Started cpu
2022-12-23 01:04:33,155 INFO    SystemMonitor:6203 [interfaces.py:start():168] Started disk
2022-12-23 01:04:33,156 INFO    SystemMonitor:6203 [interfaces.py:start():168] Started memory
2022-12-23 01:04:33,157 INFO    SystemMonitor:6203 [interfaces.py:start():168] Started network
2022-12-23 01:04:33,161 DEBUG   HandlerThread:6203 [system_info.py:_probe_git():180] Probing git
2022-12-23 01:04:33,171 DEBUG   HandlerThread:6203 [system_info.py:_probe_git():188] Probing git done
2022-12-23 01:04:33,171 DEBUG   HandlerThread:6203 [system_info.py:probe():241] Probing system done
2022-12-23 01:04:33,171 DEBUG   HandlerThread:6203 [system_monitor.py:probe():180] {'os': 'Linux-5.4.0-1094-azure-x86_64-with-glibc2.31', 'python': '3.10.4', 'heartbeatAt': '2022-12-23T01:04:33.155132', 'startedAt': '2022-12-23T01:04:32.410000', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': 'https://github.com/asd0936/codespaces-jupyter', 'commit': '1b5179da62ae0e1c0457f7960fd645f26c6eb4e1'}, 'email': 'xjing.gu@gmail.com', 'root': '/workspaces/codespaces-jupyter', 'host': 'codespaces-cac952', 'username': 'codespace', 'executable': '/home/codespace/.python/current/bin/python3', 'cpu_count': 2, 'cpu_count_logical': 4, 'cpu_freq': {'current': 2593.906, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2593.906, 'min': 0.0, 'max': 0.0}, {'current': 2593.906, 'min': 0.0, 'max': 0.0}, {'current': 2593.906, 'min': 0.0, 'max': 0.0}, {'current': 2593.906, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 31.32598876953125, 'used': 13.892200469970703}, 'memory': {'total': 7.771213531494141}}
2022-12-23 01:04:33,172 INFO    HandlerThread:6203 [system_monitor.py:probe():181] Finished collecting system info
2022-12-23 01:04:33,172 INFO    HandlerThread:6203 [system_monitor.py:probe():184] Publishing system info
2022-12-23 01:04:33,172 DEBUG   HandlerThread:6203 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2022-12-23 01:04:33,172 DEBUG   HandlerThread:6203 [system_info.py:_save_pip():67] Saving pip packages done
2022-12-23 01:04:33,173 INFO    HandlerThread:6203 [system_monitor.py:probe():186] Finished publishing system info
2022-12-23 01:04:33,176 DEBUG   SenderThread:6203 [sender.py:send():303] send: files
2022-12-23 01:04:33,177 INFO    SenderThread:6203 [sender.py:_save_file():1171] saving file wandb-metadata.json with policy now
2022-12-23 01:04:33,187 DEBUG   HandlerThread:6203 [handler.py:handle_request():139] handle_request: stop_status
2022-12-23 01:04:33,187 DEBUG   SenderThread:6203 [sender.py:send_request():317] send_request: stop_status
2022-12-23 01:04:33,205 DEBUG   HandlerThread:6203 [handler.py:handle_request():139] handle_request: pause
2022-12-23 01:04:33,205 INFO    HandlerThread:6203 [handler.py:handle_request_pause():696] stopping system metrics thread or process
2022-12-23 01:04:33,205 INFO    HandlerThread:6203 [system_monitor.py:finish():160] Stopping system monitor
2022-12-23 01:04:33,206 DEBUG   SystemMonitor:6203 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2022-12-23 01:04:33,207 INFO    HandlerThread:6203 [interfaces.py:finish():175] Joined cpu
2022-12-23 01:04:33,207 DEBUG   SystemMonitor:6203 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2022-12-23 01:04:33,207 INFO    HandlerThread:6203 [interfaces.py:finish():175] Joined disk
2022-12-23 01:04:33,207 DEBUG   SystemMonitor:6203 [system_monitor.py:_start():141] Publishing last batch of metrics
2022-12-23 01:04:33,207 INFO    HandlerThread:6203 [interfaces.py:finish():175] Joined memory
